PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst 
2276;Rautenstrauchstr. 74;Lindenthal Nord II;Landgrafenstr.;Lortzingstr.;7;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9338;6,91074
2277;Rautenstrauchstr. 72 a;Lindenthal Nord II;Lortzingstr.;Klosterstr.;20;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93359903;6,91215556
2278;Neue Langgasse;Nördlich Neumarkt;Glockengasse;Breite Straße;7;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93878297;6,95047561
2279;Rautenstrauchstr. 68;Lindenthal Nord II;Lortzingstr.;Klosterstr.;10;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93360033;6,91291673
2280;Lortzingstr. 17;Lindenthal Nord II;Friedrich-Schmidt-Str.;Rautenstrauchstr.;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93373676;6,91152723
2281;Lorzingstr. 45;Lindenthal Nord II;Friedrich-Schmidt-Str.;Rautenstrauchstr.;17;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93607;6,91095
2282;Lortzingstr. 51;Lindenthal Nord II;Aachener Str.;Clarenbachstr.;20;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9366627;6,91107
2283;Lortzingstr. 29;Lindenthal Nord II;Clarenbachstr.;Friedrich-Schmidt-Str.;50;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93498;6,91111
2284;Krautwigstr. 1;Lindenthal Nord II;Von-Lauff-Str.;Lortzingstr.;13;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9349637;6,9106849
2285;Clarenbachstr. ggü. 200;Lindenthal Nord II;Lortzingstr.;Stadtwaldgürtel;16;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93615;6,91006
2286;Clarenbachstr. 208;Lindenthal Nord II;Lortzingstr.;Stadtwaldgürtel;16;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9359139;6,9093242
2287;Lortzingstr. 21;Lindenthal Nord II;Rautentrauchstraße;Friedrich-Schmidt-Straße;15;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93402028;6,91151259
2288;Von-Lauff-Str. ggü. 11;Lindenthal Nord II;Rautenstrauchstr.;Friedrich-Schmidt-Str.;35;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,93517;6,90948
2289;Friedrich-Schmidt-Str. 4;Lindenthal Nord II;Klosterstr.;Lortzingstr.;27;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9344919;6,91297778
2290;Friedrich-Schmidt-Str. 18c;Lindenthal Nord II;Klosterstr.;Stadtwaldgürtel;29;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9345593;6,9106856
2291;Friedrich-Schmidt-Str. 18e-g;Lindenthal Nord II;Klosterstr.;Stadtwaldgürtel;14;Lind-N II;Mo-Fr 08:00 - 17:00;0,50 €;9;Ja;500118;50,9345593;6,9106856
2292;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Aachener Str.;Friedrich-Schmidt-Str.;8;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93527422;6,90812583
2293;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Aachener Str.;Friedrich-Schmidt-Str.;14;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,9323803;6,90804
2294;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Aachener Str.;Friedrich-Schmidt-Str.;13;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93556158;6,90816338
2295;Stadtwaldgürtel 56a;Lindenthal Nord II;Aachener Str.;Friedrich-Schmidt-Str.;13;Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,9348373;6,908427
2296;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;23;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93070337;6,90804
2297;Stadtwaldgürtel 47 (Mittelallee);Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;16;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93266032;6,90787951
2298;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;16;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,9323803;6,90804
2299;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;16;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93183598;6,90790589
2300;Stadtwaldgürtel (Mittelallee);Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;16;HV + Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,93224168;6,9078898
2301;Stadtwaldgürtel 16;Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;12;Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,92968324;6,90846641
2302;Stadtwaldgürtel 40;Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;14;Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,9317885;6,9083186
2303;Stadtwaldgürtel 44b;Lindenthal Nord II;Friedrich-Schmidt-Str.;Dürener Str.;6;Lind-N II;Mo-Fr 09:00 - 16:00;0,50 €;7;Ja;500114;50,9325006;6,9083116
2304;Gummersbacher Str.;Deutz;Deutz-Kalker-Str.;DB-Überführung;16;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,93842171;6,98820792
2305;Sonderburger Str./Vinzenzstr.;Mülheim;Eisenbahnunterführung;Glücksburgstr.;9;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,95571812;7,01050915
2306;Sonderburger Str. 55/57;Mülheim;Eisenbahnunterführung;Glücksburgstr.;30;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,95632331;7,00922073
2307;Vincenzstraße 21;Mülheim;Frankfurter Str.;Sonderburger Str.;9;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9567293;7,0109684
2308;Vincenzstraße 13;Mülheim;Frankfurter Str.;Sonderburger Str.;11;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,9560128;7,01056741
2309;Vincenzstraße 18;Mülheim;Frankfurter Str.;Sonderburger Str.;20;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,95663206;7,01101474
2310;Konrad-Adenauer-Ufer (Höhe Zoobrücke);Nördliche Neustadt;Elsa-Brandström-Str.;Tiergartenstr.;17;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,95426352;6,97153866
2311;Konrad-Adenauer-Ufer (Höhe Zoobrücke);Nördliche Neustadt;Elsa-Brandström-Str.;Tiergartenstr.;30;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,95537191;6,97327673
2312;Niederländer Ufer (Höhe Zoobrücke);Nippes;Frohngasse;Abfahrt Zoobrücke;45;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,95586526;6,97405994
2313;Niederländer Ufer (Höhe Zoobrücke);Nippes;Abfahrt Zoobrücke;Tiergartenstr.;13;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,95690603;6,97577655
2314;Niederländer Ufer (Höhe Zoobrücke);Nippes;Tiergartenstr.;Tiergartenstr.;22;;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;50,95785892;6,97748244
2315;Kalker Hauptstr. 112-114;Kalk;Rolshover Str.;Sieversstr.;13;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93765395;7,00160468
2316;Vorsterstr. 42/44;Kalk;Vietorstr.;Kalk-Mülheimer-Str.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93937792;6,99970608
2317;Vorsterstr. 55-59;Kalk;Vietorstr.;Kalk-Mülheimer-Str.;5;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93941885;7,00029588
2318;Vietorstr. ggü. 106;Kalk;Wipperfürther Str.;Vorsterstr.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94265346;6,9997241
2319;Vietorstr. ggü. 98-100;Kalk;Wipperfürther Str.;Vorsterstr.;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94222024;6,99976295
2320;Vietorstr. ggü. 82;Kalk;Wipperfürther Str.;Vorsterstr.;16;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94118298;6,99981842
2321;Vietorstr. 60;Kalk;Wipperfürther Str.;Vorsterstr.;11;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9401978;6,9997779
2322;Wipperfürther Str. ggü 8 (vor Einfahrt Fa. Dirkes/Aldi);Kalk;Kalk-Mülheimer Str.;Vietorstr.;12;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9431198;7,00012762
2323;Wipperfürther Str. 16;Kalk;Kalk-Mülheimer Str.;Vietorstr.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9432579;7,00088241
2324;Kalk-Mülheimer-Str. 18;Kalk;Kalker Hauptstr.;Wipperfürther Str.;21;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93856597;7,00083014
2325;Kalk-Mülheimer-Str. 52;Kalk;Kalker Hauptstr.;Wipperfürther Str.;6;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93958523;7,00122979
2326;Kalk-Mülheimer-Str. 70;Kalk;Kalker Hauptstr.;Wipperfürther Str.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94061092;7,0016418
2327;Kalk-Mülheimer-Str. 88-90;Kalk;Kalker Hauptstr.;Wipperfürther Str.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94128484;7,00173409
2328;Kalk-Mülheimer-Str. 110;Kalk;Kalker Hauptstr.;Wipperfürther Str.;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94209254;7,00161162
2329;Kalk-Mülheimer-Str. 134;Kalk;Kalker Hauptstr.;Wipperfürther Str.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94287516;7,0015913
2330;Kalk-Mülheimer-Str. 31;Kalk;Kalker Hauptstr.;Wipperfürther Str.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93878913;7,00078457
2331;Kalk-Mülheimer-Str. 65-67;Kalk;Kalker Hauptstr.;Wipperfürther Str.;6;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93979686;7,00116526
2332;Kalk-Mülheimer-Str. 87;Kalk;Kalker Hauptstr.;Wipperfürther Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94058628;7,00145377
2333;Kalk-Mülheimer-Str. 105;Kalk;Kalker Hauptstr.;Wipperfürther Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9412048;7,00154417
2334;Kalk-Mülheimer-Str. 129;Kalk;Kalker Hauptstr.;Wipperfürther Str.;4;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94200854;7,00149327
2335;Kalk-Mülheimer-Str. 157;Kalk;Kalker Hauptstr.;Wipperfürther Str.;11;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94283566;7,00142381
2336;Engelsstr. 3;Kalk;Vietorstr.;Kalk-Mülheimer-Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94165195;7,00041428
2337;Engelsstr. 7;Kalk;Vietorstr.;Kalk-Mülheimer-Str.;12;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9416884;7,00115269
2338;Grünebergstr. ggü. 13;Kalk;Stichstraße;;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93681988;6,99721781
2339;Trimbornstr. 22;Kalk;Antoniastr.;Dillenburger Str.;21;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93645396;6,99848825
2340;Trimbornstr. 21/23;Kalk;Antoniastr.;Dillenburger Str.;17;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93576885;6,99832374
2341;Antoniastr.;Kalk;Robertstr.;Trimbornstr.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9367534;6,99894413
2342;Robertstr. 15;Kalk;Dillenburger Str.;Antoniastr.;22;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93654676;6,9993105
2343;Robertstr. 20;Kalk;Dillenburger Str.;Antoniastr.;16;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93569595;6,99932026
2344;Rolshover Str. 12;Kalk;Kalker Hauptstr.;DB-Überführung;3;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93699173;7,00054005
2345;Rolshover Str. (ggü. Durchgang Ottmar-Pohl-Platz);Kalk;Kalker Hauptstr.;DB-Überführung;11;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93589625;7,00082436
2346;Rolshover Str. 68;Kalk;Kalker Hauptstr.;DB-Überführung;5;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9345189;7,00110786
2347;Rolshover Str. ggü. 70;Kalk;Kalker Hauptstr.;DB-Überführung;4;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9344569;7,00126402
2348;Rolshover Str. (Kalk-Karree);Kalk;Kalker Hauptstr.;DB-Überführung;4;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93559314;7,00106509
2349;Rolshover Str. 11;Kalk;Kalker Hauptstr.;DB-Überführung;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93649479;7,00083615
2350;Dillenburger Str. ggü. 38;Kalk;Rolshover Str.;Trimbornstr.;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93537512;7,00006759
2351;Dillenburger Str. 5;Kalk;Rolshover Str.;Trimbornstr.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9354734;6,99863328
2352;Kurze Str. 13;Kalk;Kalk-Mülheimer Str.;Vietorstr.;6;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94241776;7,00133649
2353;Kurze Str. 1-3;Kalk;Kalk-Mülheimer Str.;Vietorstr.;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94234887;6,99998885
2354;Peter-Stühlen-Str. 136;Kalk;Kalk-Mülheimer Str.;Vietorstr.;3;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94066074;7,00004282
2355;Johann-Mayer-Str. 5;Kalk;Rolshover Str.;Robertstr.;14;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93706323;6,9996385
2356;Johann-Mayer-Str. 10;Kalk;Rolshover Str.;Robertstr.;16;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9368782;6,99993817
2357;Robertstr. ggü. 7;Kalk;Johann-Mayer-Str.;Antoniastr.;4;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9365477;6,99919572
2358;Vietorstr. 4;Kalk;Kalker Hauptstr.;Vorsterstr.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93801119;6,9987187
2359;Vietorstr. 10;Kalk;Kalker Hauptstr.;Vorsterstr.;5;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93862843;6,99903231
2360;Marie-Curie-Str. 4;Kalk;Istanbulstr.;Thessaloniki-Allee;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,96374802;6,8086057
2361;Marie-Curie-Str. 8;Kalk;Istanbulstr.;Thessaloniki-Allee;10;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;51,03462301;7,01658136
2362;Thessaloniki-Allee 23;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94151059;6,99825078
2363;Thessaloniki-Allee 17;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94096377;6,9983622
2364;Thessaloniki-Allee 9;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94065244;6,9983878
2365;Thessaloniki-Allee 14;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94062497;6,99855655
2366;Thessaloniki-Allee 28;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94179791;6,99835807
2367;Thessaloniki-Allee ggü. 27;Kalk;Marie-Curie-Str.;Peter-Stühlen-Str.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94239619;6,99825078
2368;Vorsterstr. 27-29;Kalk;Peter-Stühlen-Str.;Vietorstr.;15;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93948739;6,99866807
2369;Peter-Stühlen-Str.  112-114;Kalk;Vietorstr.;Vorsterstr.;11;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94039476;6,99882282
2370;Peter-Stühlen-Str.  94;Kalk;Vietorstr.;Vorsterstr.;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94013973;6,99819128
2371;Peter-Stühlen-Str.  84;Kalk;Vietorstr.;Vorsterstr.;5;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94065765;6,99940126
2372;Barcelona-Allee (ggü. Parkhaus Polizei);Kalk;Geschwister-Katz-Str.;Corkstr.;15;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93973934;6,99521452
2373;Barcelona-Allee 1;Kalk;Geschwister-Katz-Str.;Corkstr.;8;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94102722;6,99473709
2374;Vorsterstr. (Parkplatz);Kalk;Einfahrt Kalk-Mülheimer-Str.;;90;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93857586;7,00190797
2375;Corkstr. 1;Kalk;Barcelona-Allee;Wendekreis;16;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9414053;6,99516493
2376;Corkstr. 7;Kalk;Barcelona-Allee;Wendekreis;9;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94148422;6,99575767
2377;Corkstr. 19;Kalk;Barcelona-Allee;Wendekreis;5;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94180504;6,99696173
2378;Corkstr. 25;Kalk;Barcelona-Allee;Wendekreis;7;Kalk;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,94175295;6,99712291
2379;Glockengasse Oper;Nördlich Neumarkt;Offenbachplatz;Krebsgasse;0;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;;
2380;Maastrichter Str. 2;Belgisches Viertel;Brabanter Straße;Hohenzollernring;12;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,93830071;6,93867885
2381;Maastrichter Str.  36;Belgisches Viertel;Brabanter Straße;Brüsseler Straße;22;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,93837791;6,93585446
2382;Franzstr. 8-10;Lindenthal Süd II;Theresienstraße;Lindenthalgürtel;13;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92558348;6,91409042
2383;Franzstr. 11;Lindenthal Süd II;Theresienstraße;Lindenthalgürtel;21;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92546873;6,9138952
2384;Theresienstraße 18-20;Lindenthal Süd II;Leiblplatz;Bachemer Straße;20;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92653482;6,9150755
2385;Theresienstraße 29;Lindenthal Süd II;Leiblplatz;Bachemer Straße;24;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92705917;6,91472775
2386;Herderstraße  43;Lindenthal Süd II;Lindenthalgürtel;Theresienstraße;18;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,9259786;6,9124134
2387;Lindenburger Allee 7;Lindenthal Süd II;Bachemer Str.;Leiblplatz;13;Lind-S. II;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;4;;500057;50,92730472;6,91567385
2388;Arndtstr. 38;Weiden-Nord;Wendehammer;;12;Weiden-N;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93913423;6,8398195
2389;Konradstraße 4;Sülz-Nord I;Luxemburger Straße ;Wedekindstraße;22;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2390;Konradstraße 9-11;Sülz-Nord I;Luxemburger Straße ;Wedekindstraße;22;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2391;Remigiusstr. 33;Sülz-Nord I;Arnulfstraße;Schule/Sackgasse;12;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2392;Remigiusstraße 22;Sülz-Nord I;Arnulfstraße;Schule/Sackgasse;12;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2393;Arnulfstraße 22;Sülz-Nord I;Remigiusstraße ;Berrenrather Straße ;17;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2394;Arnulfstraße 29;Sülz-Nord I;Remigiusstraße ;Berrenrather Straße ;17;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2395;Berrenrather Straße ggü. 121;Sülz-Nord I;Universitätsstraße;Arnulfstraße ;12;Sülz-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
2396;Berrenrather Straße 121;Sülz-Nord I;Universitätsstraße;Arnulfstraße ;12;Sülz-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
2397;Berrenrather Straße 134;Sülz-Nord I;Universitätsstraße;Arnulfstraße ;12;Sülz-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
2398;Berrenrather Straße 131;Sülz-Nord I;Universitätsstraße;Arnulfstraße ;11;Sülz-N I;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;;
2399;Weyertal 4;Sülz-Nord I;Berrenrather Straße ;Nikolausstraße;16;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2400;Weyertal 9;Sülz-Nord I;Berrenrather Straße ;Nikolausstraße;16;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2401;Weyertal;Sülz-Nord I;Berrenrather Straße ;Nikolausstraße;16;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2402;Nikolausstraße ggü. 52;Sülz-Nord I;Weyertal;Sackgasse/Gymnasium ;30;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2403;Weyertal ggü. 26;Sülz-Nord I;Nikolausstraße ;Palanterstraße;17;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2404;Weyertal 28;Sülz-Nord I;Nikolausstraße ;Palanterstraße;17;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2405;Palanterstraße 2;Sülz-Nord I;Weyertal ;Sackgasse/Gymnasium ;22;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2406;Weyertal 43;Sülz-Nord I;Palanterstraße ;Zülpicher Straße ;13;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2407;Ägidiusstraße 70;Sülz-Nord I;Zülpicher Straße ;Palanterstraße ;23;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2408;Palanterstraße 3 F;Sülz-Nord I;Weyertal ;De-Noel-Platz;9;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2409;Palanterstraße 5 b;Sülz-Nord I;De-Noel-Platz;Ägidiusstraße;29;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2410;Palanterstraße 10 a;Sülz-Nord I;De-Noel-Platz;Ägidiusstraße;29;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2411;De-Noel-Platz;Sülz-Nord I;Nikolausstraße ;Palanterstraße ;18;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2412;De-Noel-Platz 15;Sülz-Nord I;Nikolausstraße ;Palanterstraße ;18;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2413;Nikolausstraße 65;Sülz-Nord I;De-Noel-Platz;Weyertal ;14;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2414;Nikolausstraße 79;Sülz-Nord I;De-Noel-Platz;Ägidiusstraße ;25;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2415;Ägidiusstraße 52;Sülz-Nord I;Palanterstraße ;Nikolausstraße ;16;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
2416;Ägidiusstraße 22-24;Sülz-Nord I;Nikolausstraße ;Berrenrather Straße ;15;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;;
