PSA-Nr.;Aufstellort;Bezirk/Gebiet;Abschnitt/-von;Abschnitt/-bis;Stellplätze;Roter Punkt;Gebuehrenzeit;Gebuehr je 15 Minuten;HPD/Std.;Tagesgebuehr;Tarifzone;GeoKoordinateNord;GeoKoordinateOst 
1339;Lothringer Str. 39;Südliche Neustadt II;Vorgebirgstr.;Metzer Str.;20;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,92244232;6,95288032
1340;Lothringer Str. 17;Südliche Neustadt II;Vorgebirgstr.;Metzer Str.;23;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9219387;6,9540316
1341;Martin-Luther-Platz 25-27;Südliche Neustadt II;Volksgartenstr.;Loreleystraße;5;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91984386;6,95244297
1342;Maternuskirchplatz 16;Südliche Neustadt II;Agilolfstr.;Siegfriedstr.;11;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9169557;6,96304251
1343;Maternusstr. 26;Südliche Neustadt II;Mainzer Str.;Trajanstr.;36;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,89225208;6,99278062
1344;Metzer Str. 14;Südliche Neustadt II;Vondel Str.;Elsaßstr.;19;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9212827;6,9545901
1345;Metzer Str. 28;Südliche Neustadt II;Volksgartenstr.;Vondel Str.;30;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9205784;6,95393144
1346;Oberländer Wall 16-22;Südliche Neustadt II;Titusstr.;Mainzer Str.;26;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91757824;6,96655966
1347;Ohmstr. 6;Südliche Neustadt II;Rolandstr.;Zugweg;20;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,88273972;7,06694478
1348;Siegfriedstr. 7;Südliche Neustadt II;Alteburger Wall;Maternus-Kirch-Platz;35;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91695215;6,96201165
1349;Titusstr. 12;Südliche Neustadt II;Mainzer Str.;Oberländer Wall;75;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91858572;6,96596719
1350;Veledastr. 23;Südliche Neustadt II;Alteburger Str.;Bonner Str.;35;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9456596;6,9533242
1351;Vondelstr. 13;Südliche Neustadt II;Metzer Str.;Merowingerstr.;13;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9206357;6,9548354
1352;Vondelstr. 49;Südliche Neustadt II;Metzer Str;Vorgebirgstr.;29;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,92165838;6,95256699
1353;Vondelstr. 33;Südliche Neustadt II;Metzer Str.;Vorgebirgstr.;30;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,92116445;6,95369994
1354;Vorgebirgstraße 1;Südliche Neustadt II;Lothringer Str.;Sachsenring;6;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9224957;6,95202763
1355;Wormser Str. 45;Südliche Neustadt II;Bonner Wall;Martin-Luther-Platz;39;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9188644;6,95402822
1356;Wormser Str. 23;Südliche Neustadt II;Bonner Wall;Martin-Luther-Platz;43;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91802421;6,95483479
1357;Zugweg 18;Südliche Neustadt II;Rolandstraße;Ohmstraße;33;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9189849;6,95871333
1358;Zugweg 9;Südliche Neustadt II;Ohmstraße;Bonner Str.;11;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91922454;6,95928977
1359;Aquinostr. 12;Agnesviertel I;Balthasarstraße;Sudermanplatz;44;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9456596;6,9533242
1360;Balthasarstr. 6;Agnesviertel I;Krefelder Str.;Kasparstr.;38;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9456596;6,9533242
1361;Kasparstr. 4;Agnesviertel I;Melchiorstraße;Kasparstraße;22;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9456596;6,9533242
1362;Kasparstr. 1;Agnesviertel I;Sudermanplatz;Balthasarstraße;28;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9456596;6,9533242
1363;Kasparstr. 16;Agnesviertel I;Krefelder Wall;Balthasarstraße;38;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1364;Krefelder Str. 72;Agnesviertel I;Krefelder Wall;Gladbacher Wall;15;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1365;Krefelder Wall 30;Agnesviertel I;Prälat-Otto-Müller-Platz;Kasparstraße;35;AGN I;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,8908493;7,0607798
1366;Maybachstr. 140;Agnesviertel I;Ritterstraße;Krefelder Straße;5;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1367;Maybachstr. 140;Agnesviertel I;Krefelder Straße;Ritterstraße;8;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1368;Balthasarstr. 89;Agnesviertel II;Lupusstraße;Hülchrather Str.;27;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1369;Hülchrather Str. 3;Agnesviertel II;Weißenburgstraße;Balthasarstraße;24;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1370;Lupusstr. 5;Agnesviertel II;Schillingstraße;Balthasarstraße;35;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1371;Lupusstr. 45;Agnesviertel II;Neusser Straße;Lupusstraße;4;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1372;Schillingstr. 46;Agnesviertel II;Neusser Straße;Lupusstraße;68;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1373;Nikolaus-Groß-Str. 8;Agnesviertel I;Bernhard-Letterhaus-Str.;Innere Kanalstraße;40;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,8908493;7,0607798
1374;Bernhard-Letterhaus-Str. 12;Agnesviertel I;Nikolaus-Groß-Str.;Wickrather Straße;25;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9551369;6,9525126
1375;Bernhard-Letterhaus-Str. 38;Agnesviertel I;Neusser Straße;Nikolaus-Groß-Str.;17;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9551369;6,9525126
1376;Ewaldistr. 3;Agnesviertel I;Weißenburgstraße;Melchior;53;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9551369;6,9525126
1377;Krefelder Wall 35;Agnesviertel I;Prälat-Otto-Müller-Platz;Neusser -Straße;57;AGN I;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,9551369;6,9525126
1378;Melchiorstr. 21;Agnesviertel I;Balthasarstraße;Weißenburgstraße;53;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9551369;6,9525126
1379;Weißenburgstr. 5;Agnesviertel I;Prälat-Otto-Müller-Platz;Neusser Straße;42;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9542183;6,9553114
1380;Wevelinghovener Str. 20;Agnesviertel I;Krefelder Straße;Prälat-Otto-Müller-Platz;55;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9544735;6,953196
1381;Wickrather Str. 7;Agnesviertel I;Bernhard-Letterhaus-Str.;Innere Kanalstraße;21;AGN I;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9548803;6,9511287
1382;Alvenslebenstr. 5;Agnesviertel II;Neusser Wall;Blumenthalstr.;34;AGN II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9553;6,966
1383;Am Zuckerberg 5;Agnesviertel II;Riehler Platz;Neusser Str.;38;AGN II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9556998;6,9667692
1384;Blumenthalstr. 22;Agnesviertel II;Neusser Platz;Hüchelrather Straße;29;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9550926;6,9602893
1385;Blumenthalstr. 81;Agnesviertel II;Aduchtstraße;Merlostraße;23;AGN II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9552;6,96429
1386;Hülchrather Str. 17;Agnesviertel II;Blumenthalstraße;Weißenburgstraße;16;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,95477;6,96111
1387;Hülchrather Str. 33;Agnesviertel II;Blumenthalstraße;Neusser Wall;32;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,955816;6,9613724
1388;Neusser Platz 12;Agnesviertel II;Weißenburgstraße;Neusser Wall;35;AGN II;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,95499;6,9581
1389;Neusser Wall 46;Agnesviertel II;Aduchtstraße;Am Zuckerberg;49;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;500055;50,9562139;6,9656858
1390;Neusser Wall 52;Agnesviertel II;Am Zuckerberg;Riehler Straße;28;AGN II;Mo-So 09:00 - 21:00;1,00 €;4;;500055;50,9562139;6,9656858
1391;Aachener Str. 18/20;Belgisches Viertel;Brabanter Str.;Brüsseler Str.;10;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9562139;6,9656858
1392;Bismarckstr. 23;Belgisches Viertel;Venloer Straße;Kamekestraße;11;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9562139;6,9656858
1393;Bismarckstr. 17;Belgisches Viertel;Kamekestraße;Hohenzollernring;6;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9421172;6,9382447
1394;Bismarckstr. 33;Belgisches Viertel;Brüsseler Straße;Venloer Straße;6;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9411973;6,935561
1395;Bismarckstr. 28;Belgisches Viertel;Kamekestraße;Venloer Straße;7;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9411973;6,935561
1396;Bismarckstr. 47;Belgisches Viertel;Antwerpener Straße;Brüsseler Straße;9;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9411973;6,935561
1397;Brabanter Str. 6;Belgisches Viertel;Masstrichter Straße;Lütticher Straße;27;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1398;Brüsseler Str. 104;Belgisches Viertel;Bismarckstraße;Venloer Straße;12;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1399;Haselbergstraße;Lindenthal Nord III;Piusstraße;Woensamstraße;13;PIUS + Ehre I;Mo-Sa 09:00 - 18:00;0,50 €;9;Ja;500100;;6,9372626
1400;Brüsseler Str. 94;Belgisches Viertel;Antwerpener Straße;Bismarckstraße;15;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1401;Erftstr. 3;Belgisches Viertel;Hermann-Becker-Str.;Hansaring;25;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1402;Erftstr. 17;Belgisches Viertel;Spichernstraße;Hermann-Becker-Str.;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1403;Erftstr. 19;Belgisches Viertel;Gladbacher Straße;Spichernstraße;9;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9378022;6,9372626
1404;Erftstr. 39;Belgisches Viertel;Gladbacher Straße;Spichernstraße;8;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9464673;6,9392922
1405;Franz-Hitze-Str. 1;Belgisches Viertel;Peter-Dedenbach-Straße;Venloer Wall;22;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9443334;6,9335313
1406;Genter Str. 21;Belgisches Viertel;Brabanter Straße;Brüsseler Straße;25;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9464673;6,9392922
1407;Gilbachstr. 18;Belgisches Viertel;Spichernstraße;Gladbacher Straße;29;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9464673;6,9392922
1408;Gilbachstr. 30;Belgisches Viertel;Spichernstraße;Gladbacher Straße;28;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9464673;6,9392922
1409;Gladbacher Str. 36;Belgisches Viertel;Gilbachstraße;Spichernstraße;19;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9464673;6,9392922
1410;Gladbacher Str. 1;Belgisches Viertel;Werderstraße;Kaiser-Wilhelm-Ring;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,94507625;6,94149036
1411;Goebenstr. 1;Belgisches Viertel;Werderstraße;Kaiser-Wilhelm-Ring;15;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,94436743;6,93987
1412;Goebenstr. 10;Belgisches Viertel;Spichernstraße;Werderstraße;11;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,945004;6,9413824
1413;Hermann-Becker-Str. 6;Belgisches Viertel;Hansaring;Erftstraße;14;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,945004;6,9413824
1414;Philipp-Reis-Str. (Parkplatz);Porz;Friedrichstr.;Goethestr.;47;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;1,00 €;10;;500103;;
1415;Herwarthstr. 3;Belgisches Viertel;Kaiser-Wilhelm-Ring;Werderstraße;20;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,94310444;6,93973706
1416;Kamekestr. 4-6;Belgisches Viertel;Venloer Straße;Bismarckstraße;13;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9413591;6,9379287
1417;Kamekestr. 3;Belgisches Viertel;Bismarckstraße;Venloer Straße;5;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9415646;6,9377797
1418;Lütticher Str. 55;Belgisches Viertel;Moltkestraße;Brüsseler Straße;18;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9373002;6,9338883
1419;Maybachstr. 14;Belgisches Viertel;Hermann-Becker-Straße;Am Kümpchenshof;5;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9466407;6,9441498
1420;Peter-Dedenbach-Str. 2;Belgisches Viertel;Venloer Straße;Franz-Hitze-Straße;26;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9440782;6,9324819
1421;Spichernstr. 75;Belgisches Viertel;Erftstraße;Gladbacher Straße;13;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9462212;6,9411344
1422;Venloer Str. 8;Belgisches Viertel;Kamekestraße;Bismarckstraße;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9414302;6,9372735
1423;Venloer Str. 28;Belgisches Viertel;Brüsseler Straße;Bismarck Straße;4;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9421027;6,9360577
1424;Werderstr. 26;Belgisches Viertel;Goebenstraße;Herwarthstraße;18;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9439553;6,9398333
1425;Constantinstr. 100;Deutz II;Justinianstraße;Deutz-Kalker-Straße;21;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;2;;500071;50,93804;6,97925
1426;Constantinstr. 102;Deutz II;Justinianstraße;Deutz-Kalker-Straße;24;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;2;;500071;50,9379485;6,9794349
1427;Zülpicher Str. 307;Lindenthal Süd II;Marsiliusstraße;Speestraße;18;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,92164;6,9206
1428;Ostlandstraße 47;Weiden-Süd;An der Alten Post;Lübecker Straße;12;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93534;6,8346
1429;Rochusstr. 375;Ehrenfeld;Rektor-Klein-Straße;Georg-Reiter Straße;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9740152;6,90452359
1430;Hauptstr. 51;Rodenkirchen;Rheingasse/Maternusstr.;Kirchgasse;9;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,8639;7,03714
1431;Richmodstr. 21;Nördlich Neumarkt;Am alten Posthof;Breite Straße;4;NEU;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93773;6,9575
1432;Bebelplatz 15;Deutz V;Teutonenstraße;Cheruskerstraße;9;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,8639;7,03714
1433;Eulenbergstr. 7;Mülheim;Mündelstraße;Wendeanlage;12;MÜLH;Mo-Sa 09:00 - 23:00;0,50 €;4;;500029;50,8639;7,03714
1434;Bebelplatz 5;Deutz V;Teutonenstraße;Cheruskerstraße;22;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,8639;7,03714
1435;Cheruskerstraße 10;Deutz V;Alter Mühlenweg;Siegburger Straße;10;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9296268;6,9757811
1436;Ostlandstr. 82;Weiden-Süd;Freiburger Str.;Schulstr.;7;Weiden-S;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,93597;6,83057
1437;Brüsseler Platz 13;Belgisches Viertel;Moltkestraße;Brüsseler Straße;32;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9633186;7,0016593
1438;Wolfgang-Anheisser-Str.;Deutz;;;13;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9633186;7,0016593
1439;Albertus-Magnus-Platz;Lindenthal Süd I;Gyrhofstr.;Bachemer Str.;10;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9279194;6,9279692
1440;Aachener Str. 63;Rathenauviertel;Moltkestr.;DB-Überführung;5;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9363797;6,932021
1441;Lindenstr. 62;Rathenauviertel;Händelstraße;Roonstraße;6;RATH;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,8956275;6,9741262
1442;Cheruskerstraße 3;Deutz V;Alter Mühlenweg;Siegburger Straße;16;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9296268;6,9757811
1443;Ernst-Mühlendyck-Str. 3;Porz;Hauptstraße;Mühlenstraße;5;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8824052;7,05772
1444;Suevenstr. 12;Deutz II;Bataverstr.;Tenktererstraße;27;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9322563;6,9783663
1445;Suevenstr. 20;Deutz II;Tenktererstraße;Bruktererstraße;29;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9318505;6,9793715
1446;Suevenstr. 28;Deutz II;Bruktererstraße;Marsenstraße;70;DEUTZ II;Mo-Sa 09:00 - 21:00;1,00 €;4;;500004;50,9315046;6,9801726
1447;Zülpicher Str. 56;Rathenauviertel;Dasselstraße;Zülpicher Wall;5;RATH;Mo-Sa 09:00 - 18:00;1,00 €;4;;500001;50,928177;6,9354217
1448;Pfälzer Str. 29;Südliche Neustadt I;Moselstraße;Trierer Straße;15;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9270961;6,9417042
1449;Pfälzer Str. 17;Südliche Neustadt I;Moselstraße;Trierer Straße;21;SÜD I;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9266388;6,9419774
1450;Niehler Str. 168;Nippes;Xantener Straße;Friedrich-Karl-Straße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;500010;50,9266388;6,9419774
1451;Turiner Str. 2;Kunibertsviertel;Unter Krahnenbäumen;Dagobertstraße;15;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9266388;6,9419774
1452;Neue Maastrichter Str. 8;Belgisches Viertel;Antwerpener Straße;Brüsseler Platz;50;BELG;Mo-Sa 09:00 - 01:00;1,00 €;4;;500005;50,9266388;6,9419774
1453;Follerstr. 76;Georgsviertel;Kleine Witschgasse;Rheinaustraße;7;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93114889;6,95955648
1454;Rheinaustr. 7;Georgsviertel;Holzmarkt;Follerstraße;24;GEO;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,93138473;6,96050452
1455;Vorgebirgstraße 7;Südliche Neustadt II;Vondelstraße;Lothringer Straße;3;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,92221271;6,95185503
1456;Maria-Hilf-Str. 8;Südliche Neustadt II;Merowingerstraße;Rolandstraße;26;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91985911;6,95609796
1457;Teutoburger Str. 35 / Eierplätzchen;Südliche Neustadt II;Trajanstraße;Titusstraße;37;SÜD II;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,91914683;6,9642996
1458;Goltsteinstr. 38;Rodenkirchen;Koblenzer Straße;Klopstockstraße;11;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9266388;6,9419774
1459;Goltsteinstr. 52;Rodenkirchen;Klopstockstraße;Samariterstraße;7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9266388;6,9419774
1460;Goltsteinstr. 64;Rodenkirchen;Samariterstraße;Tacitusstraße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9266388;6,9419774
1461;Nikolausstr. 52;Sülz-Nord I;Im Weyertal;Nikolausbad;30;Sülz-N I;Mo-Fr 09:00 - 21:00 + Sa 09:00 - 13:00;0,50 €;12;Ja;500112;50,9232;6,92845
1462;Berrenrather Str. 250;Sülz-Nord I;Marsiliusstraße;Sülzburgstraße;9;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9182335;6,924792
1463;Turiner Str. 17;Eigelsteinviertel;Unter Krahnenbäumen;Machabäerstraße;4;EIGEL;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,9266388;6,9419774
1464;Donatusstr. 3;Chorweiler;Am Pescher Holz;Waffenschmidtstraße;21;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9997958;6,8799804
1465;Kalker Hauptstr. 210;Kalk;Hollweghstraße;Wiersbergstraße;5;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,93858234;7,00739781
1466;Deutz-Kalker Str. 7;Deutz II;Opladener Straße;Justinianstraße;13;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,937241;6,98075
1467;Deutz-Kalker Str. 5;Deutz II;Opladener Straße;Justinianstraße;9;DEUTZ II;Mo-So 09:00 - 23:00;1,00 €;3;;500065;50,937244;6,979194
1468;Stolberger Str. 4;Lindenthal;Oskar-Jäger-Straße;Elsenborner Straße;9;;Mo-Fr 08:00 - 16:00;0,50 €;4;;500020;50,9414586;6,9089044
1469;Stolberger Str. 1;Lindenthal;Elsenborner Straße;Oskar-Jäger-Straße;7;;Mo-Fr 08:00 - 16:00;0,50 €;4;;500020;50,9414586;6,9089044
1470;Aachener Str. 561;Lindenthal;Voigtelstr.;Hermann-Pflaume-Str.;5;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9370443;6,8954195
1471;Aachener Str. 326;Lindenthal;Melatengürtel;Maarweg;9;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9997958;6,8799804
1472;Zeughausstr. 9;Nördlich Neumarkt;Am Römerturm;Auf dem Berlich;4;;Mo-Sa 09:00 - 23:00;1,00 €;4;;500002;50,94099;6,94724
1473;Bunzlauer Str. 3;Weiden-Süd;Danziger Straße;Aachener Straße;9;;Mo-Sa 09:00 - 20:00;0,50 €;4;;500022;50,9997958;6,8799804
1474;Amsterdamer Str. 192;Nippes;Pasteurstr.;Friedrich-Karl-Straße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,97361;6,97057
1475;Von-der-Leyen-Str. 56;Mülheim;Dellbrücker Hauptstr.;Marthastraße;5;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,97361;6,97057
1476;Im Hasental 8;Deutz V;Siegburger Straße;Alter Mühlenweg;19;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9292781;6,9772188
1477;Buchheimer Str. 13;Mülheim;Formesstraße;Wallstraße;8;;Mo-Sa 09:00 - 18:00;0,50 €;4;;500003;50,9639592;7,0005502
1478;Lindenthalgürtel 69;Lindenthal Süd II;Herder Straße;Franzstraße;8;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 14:00;0,50 €;4;;500012;50,9252941;6,9110131
1479;Im Hasental 14-16;Deutz V;Siegburger Straße;Alter Mühlenweg;22;DEUTZ V;Mo-Sa 09:00 - 21:00;0,50 €;12;Ja;500102;50,9292781;6,9772188
1480;Hauptstr. 398;Porz;Ernst-Mühlendyck-Str.;Bahnhofstraße;8;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8835403;7,0559205
1481;Friedrichstr. 12;Porz;Gothestraße;Bahnhofstraße;16;;Mo-Fr 09:00 - 19:00 + Sa 09:00 - 16:00;0,50 €;4;;500011;50,8838053;7,0608426
1482;An den Gelenkbogenhallen;Deutz;;;13;;Mo-So 09:00 - 23:00;0,50 €;14;Ja;500101;50,9417393;6,982015
1483;Frankfurter Str. 22-24;Mülheim;Wiener Platz;Merkerhofstraße;11;;Mo-Sa 09:00/12:00 - 20:00;0,50 €;2;;500061;50,960857;7,0063005
1484;Frankfurter Str. 34a;Mülheim;Merkerhofstraße;Fürstenbergstraße;4;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;500068;50,96021886;7,00724117
1485;Frankfurter Str. 54;Mülheim;Fürstenbergstraße;Lassallestraße;7;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;500068;50,9592381;7,0087195
1486;Frankfurter Str. / Lassallestr.;Mülheim;Graf-Adolf-Straße;Lassallestraße;7;;Mo-Sa 12:00 - 20:00;0,50 €;2;;500062;50,9582152;7,0100752
1487;Frankfurter Str. 93;Mülheim;Alte Wipperführter Straße;Ackerstraße;7;;Mo-Fr 09:00 - 18:00 + Sa 09:00 - 13:00;0,50 €;4;;500010;50,9559344;7,0135965
1488;Frankfurter Str. / Glücksburgstraße;Mülheim;Graf Adolf-Straße;Glücksburgstraße;6;;Mo-Sa 12:00/18:00 - 20:00;0,50 €;2;;500062;50,8507266;7,0909855
